postcode,year,property_id,lga,lat,lon,date,price,address,suburb,url,no_of_bed,no_of_bath,no_of_parking,house_size,type,distance_from_CBD,median_taxable_income,mean_taxable_income,AQI,AQI_exclude_bushfire_month,Within_5km_2019,Btwn_5_10km_2019,Btwn_10_15km_2019,Within_5km_2018,Btwn_5_10km_2018,Btwn_10_15km_2018,Drug.offences,Non.Violent.Crime,Violent.Crime,distance_from_closest_station,distance_from_closest_public_school,distance_from_closest_private_school,metropolitan_area,Nom.number,Nom.ratio,Year,SAdvDisav_score,SAdvDisav_decile,ER_score,ER_decile,EDUOCC_score,EDUOCC_decile,avg_temp,distance_from_school,distance_cbd,distance_public_school,distance_private_school,distance_station,house_size_cat,no_of_bed_num,no_of_bath_num,no_of_parking_num
2033,2018,9831,Randwick City Council,-33.9075915,151.2158222,26/03/2018,2700000,"7 Baker Street, KENSINGTON NSW 2033",kensington,https://www.domain.com.au/7-baker-street-kensington-nsw-2033-2014224190,4,2,2,506,House,4.344862179,48570,72478,56.24979458,46.52414773,0,0,0,Y,0,0,6.0136276656844325,6.04387286862833,5.269391015016251,1.18,0.875,0.67,TRUE,4138,2.66,2016,1105,10,944,2,1144,10,23.1,0.003,<5km,<1.5km,<1.5km,<2km,"(500,600]",4,2,2
2034,2018,10242,Randwick City Council,-33.9145073,151.2560806,11/05/2018,3855000,"59 Brook Street, COOGEE NSW 2034",coogee,https://www.domain.com.au/59-brook-street-coogee-nsw-2034-2014249002,4,2,2,680,House,6.665515419,62169,91092,56.24979458,46.52414773,0,0,0,Y,1,0,6.76190865640058,6.805784873243158,6.991393104488521,1.421,0.876,0.506,TRUE,4138,2.66,2016,1153,10,1000,4,1166,10,16.8,0.003,<10km,<1.5km,<1.5km,<2km,"(600,700]",4,2,2
2034,2019,10337,Randwick City Council,-33.9365523,151.2546231,16/09/2019,2740000,"20 Fowler Crescent, SOUTH COOGEE NSW 2034",south coogee,https://www.domain.com.au/20-fowler-crescent-south-coogee-nsw-2034-2015618378,3,2,2,601,House,8.605199106,62169,91092,56.24979458,46.52414773,0,0,0,Y,0,0,6.76190865640058,6.805784873243158,6.991393104488521,2.487,0.36,1.23,TRUE,4138,2.66,2016,1042,8,979,3,1091,10,17,0.003,<10km,<1.5km,<1.5km,<5km,"(600,700]",3,2,2
2034,2018,10370,Randwick City Council,-33.9328492,151.2532567,29/09/2018,2110000,"130 Moverly  Road, SOUTH COOGEE NSW 2034",south coogee,https://www.domain.com.au/130-moverly-road-south-coogee-nsw-2034-2014611915,3,2,2,544,House,8.185450764,62169,91092,56.24979458,46.52414773,0,0,0,Y,0,0,6.76190865640058,6.805784873243158,6.991393104488521,2.071,0.094,1.391,TRUE,4138,2.66,2016,1042,8,979,3,1091,10,16.2,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",3,2,2
2034,2018,10377,Randwick City Council,-33.9344868,151.252883,8/06/2018,2600000,"106 Moverly Road, SOUTH COOGEE NSW 2034",south coogee,https://www.domain.com.au/106-moverly-road-south-coogee-nsw-2034-2014378904,4,2,2,550,House,8.326786467,62169,91092,56.24979458,46.52414773,0,0,0,Y,0,0,6.76190865640058,6.805784873243158,6.991393104488521,2.208,0.17,1.312,TRUE,4138,2.66,2016,1042,8,979,3,1091,10,13.8,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",4,2,2
2035,2019,10450,Randwick City Council,-33.9407504,151.2555796,30/11/2019,2985000,"3 Boomerang Street, MAROUBRA NSW 2035",maroubra,https://www.domain.com.au/3-boomerang-street-maroubra-nsw-2035-2015847816,3,2,2,518,House,9.056151402,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,2.938,0.453,0.804,TRUE,4138,2.66,2016,1078,10,991,3,1100,10,21.8,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",3,2,2
2035,2019,10462,Randwick City Council,-33.9405484,151.2632772,23/11/2019,4425000,"25 Wilson Street, MAROUBRA NSW 2035",maroubra,https://www.domain.com.au/25-wilson-street-maroubra-nsw-2035-2015824096,4,2,2,550,House,9.394584783,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,3.306,1.033,1.27,TRUE,4138,2.66,2016,1078,10,991,3,1100,10,21.8,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",4,2,2
2035,2019,10495,Randwick City Council,-33.942893,151.2563083,12/10/2019,2720000,"68 Duncan Street, MAROUBRA NSW 2035",maroubra,https://www.domain.com.au/68-duncan-street-maroubra-nsw-2035-2015694708,3,2,2,531,House,9.297569878,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,3.18,0.339,0.627,TRUE,4138,2.66,2016,1078,10,991,3,1100,10,19.6,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",3,2,2
2035,2019,10555,Randwick City Council,-33.9443881,151.2603849,19/07/2019,4537000,"38 Bond Street, MAROUBRA NSW 2035",maroubra,https://www.domain.com.au/38-bond-street-maroubra-nsw-2035-2015495205,3,2,2,602,House,9.623841538,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,3.506,0.681,0.819,TRUE,4138,2.66,2016,1078,10,991,3,1100,10,14.6,0.003,<10km,<1.5km,<1.5km,<5km,"(600,700]",3,2,2
2035,2019,10576,Randwick City Council,-33.9439906,151.2471081,15/06/2019,2500000,"99 Haig Street, MAROUBRA NSW 2035",maroubra,https://www.domain.com.au/99-haig-street-maroubra-nsw-2035-2015229196,3,2,2,635,House,9.043554415,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,3.024,0.547,0.545,TRUE,4138,2.66,2016,1078,10,991,3,1100,10,14.3,0.003,<10km,<1.5km,<1.5km,<5km,"(600,700]",3,2,2
2035,2019,10622,Randwick City Council,-33.9409809,151.2512982,18/04/2019,2765000,"332 Maroubra Road, MAROUBRA NSW 2035",maroubra,https://www.domain.com.au/332-maroubra-road-maroubra-nsw-2035-2014757052,3,2,2,600,House,8.898853171,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,2.803,0.394,0.726,TRUE,4138,2.66,2016,1078,10,991,3,1100,10,20.4,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",3,2,2
2035,2018,10699,Randwick City Council,-33.937556,151.233582,20/12/2018,2160000,"50 Gale Road, MAROUBRA NSW 2035",maroubra,https://www.domain.com.au/50-gale-road-maroubra-nsw-2035-2014741292,3,2,2,544,House,7.950259818,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,2.345,0.328,0.395,TRUE,4138,2.66,2016,1078,10,991,3,1100,10,23.1,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",3,2,2
2035,2018,10800,Randwick City Council,-33.9346827,151.246507,6/08/2018,2360000,"81-83 Holmes  Street, MAROUBRA NSW 2035",maroubra,https://www.domain.com.au/81-83-holmes-street-maroubra-nsw-2035-2014511255,4,2,2,606,House,8.077489526,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,2.004,0.717,0.761,TRUE,4138,2.66,2016,1078,10,991,3,1100,10,14.4,0.003,<10km,<1.5km,<1.5km,<5km,"(600,700]",4,2,2
2035,2019,10952,Bayside Council,-33.9379666,151.2168239,23/11/2019,2150000,"10 Macarthur Avenue, PAGEWOOD NSW 2035",pagewood,https://www.domain.com.au/10-macarthur-avenue-pagewood-nsw-2035-2015832734,4,2,2,619,House,7.703498504,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,2.929,0.52,1.175,TRUE,4543,2.55,2016,1062,9,1044,7,1063,9,21,0.003,<10km,<1.5km,<1.5km,<5km,"(600,700]",4,2,2
2035,2019,10966,Bayside Council,-33.9407867,151.2103419,9/05/2019,1450000,"172A Banksia Street, PAGEWOOD NSW 2035",pagewood,https://www.domain.com.au/172a-banksia-street-pagewood-nsw-2035-2015148878,4,2,2,524,House,7.985394266,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,2.864,0.383,1.084,TRUE,4543,2.55,2016,1062,9,1044,7,1063,9,16.8,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",4,2,2
2035,2018,10983,Bayside Council,-33.9391727,151.2159132,24/11/2018,1500000,"15 Lang Avenue, PAGEWOOD NSW 2035",pagewood,https://www.domain.com.au/15-lang-avenue-pagewood-nsw-2035-2014741159,4,2,2,556,House,7.829712816,51245,75547,56.24979458,46.52414773,0,0,0,Y,0,0,7.503590707905787,7.32319250433965,7.939811653693046,3.087,0.363,1.331,TRUE,4543,2.55,2016,1062,9,1044,7,1063,9,21,0.003,<10km,<1.5km,<1.5km,<5km,"(500,600]",4,2,2
2036,2019,11029,Randwick City Council,-33.9693872,151.2402538,9/05/2019,1875000,"83 Macquarie Street, CHIFLEY NSW 2036",chifley,https://www.domain.com.au/83-macquarie-street-chifley-nsw-2036-2015177200,4,2,2,645,House,11.51854268,49416,65398,56.24979458,46.52414773,0,0,0,Y,0,0,7.149493729519189,7.082728031564021,8.013415112090758,5.789,0.432,0.897,TRUE,4138,2.66,2016,1041,8,1037,6,1019,7,17.7,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",4,2,2
2036,2018,11040,Randwick City Council,-33.9711506,151.2407889,6/10/2018,1700000,"19 Mawson Parade, CHIFLEY NSW 2036",chifley,https://www.domain.com.au/19-mawson-parade-chifley-nsw-2036-2014551539,4,2,2,594,House,11.72029549,49416,65398,56.24979458,46.52414773,0,0,0,Y,0,0,7.149493729519189,7.082728031564021,8.013415112090758,5.985,0.604,1.005,TRUE,4138,2.66,2016,1041,8,1037,6,1019,7,18.3,0.003,<20km,<1.5km,<1.5km,<10km,"(500,600]",4,2,2
2036,2018,11048,Randwick City Council,-33.9628448,151.2383183,13/04/2018,1590000,"7 Wassell Street, CHIFLEY NSW 2036",chifley,https://www.domain.com.au/7-wassell-street-chifley-nsw-2036-2014117348,3,2,2,640,House,10.77116302,49416,65398,56.24979458,46.52414773,0,0,0,Y,0,0,7.149493729519189,7.082728031564021,8.013415112090758,5.07,0.485,0.764,TRUE,4138,2.66,2016,1041,8,1037,6,1019,7,22.1,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",3,2,2
2036,2018,11051,Randwick City Council,-33.9723874,151.2397642,16/03/2018,1672500,"22 Lasseter Avenue, CHIFLEY NSW 2036",chifley,https://www.domain.com.au/22-lasseter-avenue-chifley-nsw-2036-2014173538,3,2,2,572,House,11.83030585,49416,65398,56.24979458,46.52414773,0,0,0,Y,0,0,7.149493729519189,7.082728031564021,8.013415112090758,6.123,0.76,1.171,TRUE,4138,2.66,2016,1041,8,1037,6,1019,7,23.1,0.003,<20km,<1.5km,<1.5km,<10km,"(500,600]",3,2,2
2036,2019,11309,Randwick City Council,-33.9748391,151.2526646,23/01/2020,1950000,"20 Eucla Crescent, MALABAR NSW 2036",malabar,https://www.domain.com.au/20-eucla-crescent-malabar-nsw-2036-2016009853,3,2,2,505,House,12.42670367,49416,65398,56.24979458,46.52414773,0,0,0,Y,0,0,7.149493729519189,7.082728031564021,8.013415112090758,6.483,1.348,1.286,TRUE,4138,2.66,2016,1026,7,1017,5,1038,8,24.5,0.003,<20km,<1.5km,<1.5km,<10km,"(500,600]",3,2,2
2036,2019,11314,Randwick City Council,-33.9732857,151.2522092,26/10/2019,1962000,"38 Nix Avenue, MALABAR NSW 2036",malabar,https://www.domain.com.au/38-nix-avenue-malabar-nsw-2036-2015694710,3,2,2,626,House,12.25004817,49416,65398,56.24979458,46.52414773,0,0,0,Y,0,0,7.149493729519189,7.082728031564021,8.013415112090758,6.306,1.183,1.11,TRUE,4138,2.66,2016,1026,7,1017,5,1038,8,19.6,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",3,2,2
2036,2018,11342,Randwick City Council,-33.9723319,151.2534844,23/08/2018,2110000,"27 Adams Avenue, MALABAR NSW 2036",malabar,https://www.domain.com.au/27-adams-avenue-malabar-nsw-2036-2014537813,3,2,2,670,House,12.18902826,49416,65398,56.24979458,46.52414773,0,0,0,Y,0,0,7.149493729519189,7.082728031564021,8.013415112090758,6.223,1.179,1.069,TRUE,4138,2.66,2016,1026,7,1017,5,1038,8,14.4,0.003,<20km,<1.5km,<1.5km,<10km,"(600,700]",3,2,2
2036,2019,11377,Randwick City Council,-33.9580203,151.2419617,9/11/2019,1720000,"34 Romani Parade, MATRAVILLE NSW 2036",matraville,https://www.domain.com.au/34-romani-parade-matraville-nsw-2036-2015734029,3,2,2,556,House,10.34707436,49416,65398,56.24979458,46.52414773,0,0,0,Y,0,0,7.149493729519189,7.082728031564021,8.013415112090758,4.529,0.182,0.384,TRUE,4138,2.66,2016,1033,8,1008,4,1025,7,21.8,0.003,<20km,<1.5km,<1.5km,<5km,"(500,600]",3,2,2
